,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,Extraverted-enthusiastic,Critical-quarrelsome,Dependable-self_disciplined,Anxious-easily upset,Open to new experiences-complex,Reserved-quiet,Sympathetic-warm,Disorganized-careless,Calm-emotionally_stable,Conventional-uncreative,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,hand,religion,orientation,race,voted,married,familysize,AgeGroups,Condition
17253,1,1,2,1,1,0,0,0,0,1,0,1,0,1,4,5,6,2,7,3,6,4,6,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,29,1,1,10,1,10,1,1,8,3,0
8732,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,6,3,6,6,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,20,1,1,10,0,10,2,1,3,2,0
8401,0,0,1,1,3,1,1,0,3,0,1,2,1,0,4,1,6,5,7,6,6,6,5,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,19,1,1,10,1,10,2,1,3,2,1
4920,2,2,1,2,3,2,2,1,1,2,2,1,2,2,2,5,6,3,5,6,4,4,3,7,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,2,1,2,2,18,1,2,10,4,10,2,1,3,2,2
7230,1,3,3,3,1,3,1,2,3,3,3,2,2,1,2,6,6,7,3,4,6,5,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,16,1,1,10,1,10,2,1,4,1,2
11243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,4,7,4,6,3,6,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,35,2,1,7,2,60,1,1,2,3,0
2116,2,2,2,3,2,3,3,2,0,3,2,2,3,1,3,3,5,7,3,5,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,22,1,1,12,1,60,1,3,2,3,2
9120,2,2,3,3,3,3,3,3,2,3,3,3,3,3,4,2,5,7,5,7,7,6,4,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,2,1,20,1,1,10,1,10,2,1,6,2,2
9327,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4,4,5,7,5,6,7,6,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,16,1,1,10,0,10,2,1,5,1,2
5704,1,1,1,2,0,3,2,1,1,1,1,0,0,2,6,2,6,6,5,2,6,2,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,4,3,2,2,25,1,1,10,1,10,2,1,5,3,1
13590,3,0,1,2,1,3,2,1,2,1,2,2,3,1,6,7,7,7,3,5,6,5,1,5,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,2,1,19,2,1,9,1,60,2,1,2,2,2
15829,0,1,1,1,3,0,0,0,1,0,0,1,1,1,7,5,5,7,5,1,6,5,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,20,1,1,10,1,10,2,1,3,2,0
4032,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,6,7,5,2,5,5,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,2,1,2,1,15,2,2,7,1,30,2,1,3,1,2
6633,2,2,3,2,3,2,3,3,3,3,2,3,3,3,3,7,5,6,5,7,5,6,3,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,16,1,1,10,0,10,2,1,3,1,2
15790,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,5,6,7,6,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,37,2,1,6,1,60,2,2,2,4,0
19702,1,1,0,0,1,1,3,2,0,3,0,0,0,3,3,2,3,4,1,3,2,5,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,22,1,1,10,5,10,1,2,5,3,1
18452,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,1,6,5,7,5,5,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,18,1,1,10,1,10,2,1,4,2,0
14840,0,1,1,1,1,2,1,1,1,1,1,0,1,1,3,6,7,5,5,5,3,1,3,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,28,2,1,2,1,70,1,1,2,3,0
29775,1,1,0,2,1,2,1,0,2,1,1,0,1,1,2,5,4,5,6,7,5,5,4,3,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,3,2,2,2,19,1,1,10,1,10,1,1,4,2,1
1164,2,2,3,3,2,3,3,3,3,2,3,3,3,0,2,5,4,7,4,5,1,6,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,2,1,14,1,1,2,5,70,2,1,4,1,2
7346,2,3,3,3,3,3,3,2,3,2,3,3,3,3,5,7,6,7,7,1,4,4,3,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,21,1,1,10,1,60,2,1,7,2,2
17859,1,0,0,2,0,0,0,1,0,1,1,2,0,1,4,4,5,4,6,4,6,4,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,3,1,1,21,1,2,10,1,10,2,1,0,2,0
18739,0,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,6,0,7,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,3,3,2,2,23,1,1,10,1,70,2,1,6,3,1
13245,1,3,1,1,1,1,0,1,1,1,1,1,0,2,5,2,7,4,5,3,5,2,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,2,1,32,1,1,7,1,60,1,3,4,3,1
8921,3,1,3,2,0,3,2,0,3,0,3,1,2,0,5,7,6,6,7,4,2,7,1,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,21,2,1,10,1,10,2,1,3,2,2
37946,1,1,2,1,2,2,1,1,1,1,2,2,2,1,3,5,5,6,5,7,7,2,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,20,2,1,10,1,10,2,1,3,2,1
13400,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,7,7,3,7,4,6,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,16,2,1,2,3,60,2,1,2,1,2
11958,2,1,2,2,1,2,2,2,1,1,2,2,2,3,5,4,5,6,6,6,5,4,3,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,3,2,1,13,1,1,7,0,70,2,1,2,1,2
10379,0,1,3,3,2,2,2,2,2,1,2,2,2,1,2,7,4,7,7,7,7,7,2,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,3,1,2,16,2,1,1,1,60,2,1,3,1,2
27535,1,1,1,1,1,1,1,1,1,2,1,1,0,1,2,1,2,6,5,7,7,7,3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,30,1,1,10,1,10,1,2,3,3,1
534,1,3,2,2,2,3,1,2,2,1,2,1,1,3,1,2,3,6,5,6,5,3,3,2,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,2,2,2,1,18,1,1,1,2,60,2,1,3,2,2
29738,0,1,1,2,1,1,1,1,2,1,1,3,1,1,5,4,5,4,5,5,5,3,5,5,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3,1,2,2,22,1,1,10,1,10,1,2,5,3,1
11567,2,3,3,1,3,3,2,2,1,3,3,3,3,3,1,7,1,5,6,7,2,6,1,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,2,2,1,2,21,2,1,1,1,60,1,1,2,2,2
17495,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,3,4,5,5,5,4,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,22,1,1,10,1,10,2,1,4,3,0
6621,0,2,0,1,1,1,0,1,1,1,1,1,0,1,1,7,6,6,7,6,5,2,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,2,21,1,1,10,3,70,2,1,5,2,0
22609,2,0,0,3,1,2,0,1,3,1,3,1,0,1,2,3,3,6,4,6,6,4,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,18,1,1,10,1,10,2,1,5,2,1
20451,0,0,1,1,1,1,1,1,0,0,1,2,0,0,5,4,1,4,6,2,1,1,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,29,1,1,7,1,10,2,1,7,3,0
9233,0,1,1,3,1,3,0,0,1,1,2,1,2,2,5,6,7,6,6,2,5,6,7,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,16,1,1,10,1,70,2,1,0,1,1
2064,1,3,0,1,2,0,1,2,0,2,1,1,0,2,5,5,4,6,7,5,5,3,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,22,2,1,12,1,60,1,1,4,3,1
23308,0,0,0,1,0,2,2,1,3,0,3,1,2,2,5,5,6,2,6,5,7,7,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,24,1,1,2,2,70,1,1,3,3,1
10944,3,3,3,3,3,3,3,3,1,2,3,3,3,2,5,2,5,6,6,7,6,5,5,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,1,2,26,2,1,10,0,10,2,1,7,3,2
36867,0,1,1,1,1,2,1,2,1,1,1,0,1,1,3,2,5,4,5,5,6,4,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,1,2,20,1,1,10,1,10,2,1,4,2,1
18654,0,0,0,0,0,1,0,1,1,1,1,0,0,1,5,1,7,6,7,4,7,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,2,2,2,20,1,1,10,1,10,2,1,4,2,0
31970,1,1,1,1,1,2,1,0,1,0,1,3,1,1,6,4,7,5,5,3,4,6,5,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,21,2,1,10,1,10,2,1,4,2,1
15610,0,2,0,1,0,0,0,1,1,0,0,0,0,2,6,1,5,1,7,5,7,5,7,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,1,1,1,45,2,1,2,1,60,2,2,3,4,0
8574,1,1,0,1,0,1,0,1,0,0,0,1,0,1,4,5,6,4,6,7,7,4,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,23,1,2,10,1,70,2,1,5,3,0
20716,2,1,0,1,1,1,0,1,2,0,0,1,1,3,7,5,4,6,6,1,7,6,3,3,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,4,2,2,2,18,1,1,10,1,10,2,1,5,2,1
27989,2,2,1,2,0,2,0,1,0,1,1,0,0,2,2,1,6,3,7,7,7,4,2,5,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,3,1,2,2,22,2,1,4,3,10,2,1,4,3,1
18513,0,1,0,1,1,2,0,0,0,1,1,0,0,1,6,6,5,5,5,4,6,5,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,16,1,1,10,4,10,2,1,4,1,0
3568,0,0,2,3,1,3,1,1,2,1,2,1,2,2,5,5,3,7,6,6,5,6,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,16,2,2,1,2,60,2,1,4,1,2
6083,2,2,3,3,2,3,2,2,2,1,3,2,3,3,4,4,4,3,4,3,0,4,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2,16,1,1,10,5,10,2,1,4,1,2
10958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,1,6,7,7,5,7,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,58,2,1,4,1,60,0,2,4,5,0
4120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,6,5,6,3,6,2,5,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,26,2,1,10,1,10,2,1,2,3,0
8030,2,3,1,3,3,3,2,1,1,3,2,2,3,2,5,6,5,7,7,7,3,2,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,3,3,2,1,20,1,1,10,1,10,2,1,5,2,2
328,0,0,0,1,0,1,1,0,0,0,2,0,0,0,2,2,3,5,6,6,5,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,2,17,1,1,10,1,10,2,1,3,2,0
36628,0,1,0,2,1,2,1,1,2,0,2,1,1,3,2,6,3,6,3,4,3,7,2,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,2,18,1,1,2,2,70,2,1,3,2,1
7532,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,6,6,5,7,2,6,5,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,21,1,1,10,1,10,2,1,3,2,0
5133,0,0,0,1,0,0,1,0,0,0,2,0,1,0,3,4,7,5,2,5,5,2,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,1,19,1,1,10,2,10,2,1,5,2,0
11948,1,3,2,2,3,2,2,0,3,2,2,0,2,2,5,5,5,6,6,5,6,3,3,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,2,2,1,17,2,1,1,3,60,2,1,2,2,2
10817,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,6,3,6,2,6,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,18,1,2,6,1,60,2,1,3,2,2
12734,0,1,2,3,1,1,1,1,0,1,2,1,1,2,5,5,6,4,7,6,7,2,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,30,1,1,10,1,10,2,1,5,3,1
13444,2,2,2,1,3,2,1,2,2,2,1,3,2,3,1,1,2,7,2,7,4,4,6,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,22,1,1,10,5,70,2,1,5,3,2
4377,0,2,1,1,0,1,0,1,1,0,0,0,0,2,6,4,3,4,4,5,4,4,5,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,3,2,1,65,1,1,12,1,70,1,3,7,5,0
2956,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,3,6,6,5,6,6,1,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,36,2,2,6,1,60,1,1,3,4,1
5783,0,0,0,0,0,0,3,0,1,0,1,0,1,0,7,7,6,7,6,5,7,7,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,3,2,2,24,1,2,10,1,10,2,1,4,3,0
4420,2,2,1,3,3,1,2,2,3,3,1,2,1,3,1,7,2,7,7,7,5,6,1,3,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,3,2,1,1,21,2,1,4,1,60,1,1,3,2,2
9832,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,6,6,5,2,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,2,1,33,1,1,2,2,60,2,1,7,3,2
3170,1,3,3,2,3,3,1,2,3,2,3,3,3,1,3,5,6,6,3,5,6,7,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,17,1,1,10,1,10,2,1,0,2,2
1613,3,3,0,3,3,2,1,3,3,2,3,0,0,3,6,1,4,1,7,1,6,1,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,21,1,1,8,4,10,2,1,2,2,2
8175,0,0,1,0,0,0,0,0,1,1,0,1,0,0,6,2,6,1,5,2,2,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,21,2,1,10,1,10,2,1,4,2,0
478,1,1,2,2,2,2,2,1,1,1,2,2,3,2,3,6,2,6,6,4,6,6,4,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,17,1,1,12,1,70,2,1,4,2,2
5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,6,3,7,4,3,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,24,1,1,10,1,70,1,2,4,3,0
2635,1,1,1,2,3,2,1,2,2,1,3,1,0,2,1,5,7,6,5,6,7,3,5,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,49,1,1,6,1,60,1,2,2,5,2
10061,2,2,3,2,2,2,2,2,2,2,3,3,3,3,2,6,3,5,5,6,6,5,3,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,3,2,1,2,23,2,1,10,1,10,2,1,4,3,2
18760,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,6,4,7,5,5,3,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,1,1,20,1,1,10,1,10,2,1,5,2,0
17694,1,2,3,1,1,0,0,2,2,1,2,1,0,3,2,6,4,7,5,7,6,7,1,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,22,1,2,10,5,70,2,1,4,3,1
14290,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,6,6,7,5,5,5,3,5,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,2,1,26,1,1,1,2,70,1,1,2,3,0
5876,0,1,0,0,1,2,1,2,1,0,3,1,1,0,5,6,4,5,7,2,6,5,4,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,19,1,1,10,1,10,2,1,4,2,0
1787,3,3,3,3,2,3,3,1,3,3,3,2,3,3,5,6,4,7,4,5,6,4,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,1,13,1,1,7,5,70,2,1,5,1,2
12837,3,3,2,3,3,2,3,2,2,3,3,3,3,2,5,5,6,7,6,5,7,2,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,17,1,3,12,5,60,2,1,2,2,2
4413,1,2,3,2,2,3,3,2,2,2,3,3,3,2,1,1,4,5,1,7,6,7,1,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,14,2,1,5,4,70,2,1,1,1,2
5707,2,2,2,3,1,2,1,2,1,2,3,1,2,2,0,0,3,6,5,5,0,5,2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,17,1,2,4,0,10,2,1,3,2,2
13634,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,5,7,1,7,3,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,15,2,1,4,5,70,2,1,3,1,2
11279,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6,1,4,2,5,1,7,2,6,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,20,1,1,10,1,10,2,1,4,2,0
36711,0,0,2,2,1,2,2,2,2,2,1,1,1,1,5,5,6,3,3,3,5,1,5,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,2,27,1,1,1,2,60,1,1,4,3,1
1379,2,3,3,2,3,3,3,2,2,2,3,1,3,2,2,4,6,6,6,7,6,6,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,3,2,18,2,1,2,4,60,1,1,3,2,2
5145,1,2,3,1,2,2,2,2,2,1,2,3,2,2,5,7,6,3,2,5,1,3,3,5,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,2,2,2,2,18,1,1,2,1,60,2,1,6,2,2
18706,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7,5,4,6,7,4,7,7,4,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,20,2,1,10,1,10,2,1,5,2,0
9943,1,2,1,2,1,1,1,2,1,1,2,0,1,1,5,1,7,2,7,7,3,1,7,4,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,3,1,2,2,27,1,1,10,3,10,2,1,4,3,1
296,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,1,1,7,7,5,7,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,16,2,1,1,3,60,2,1,2,1,2
11865,1,3,3,3,3,3,3,3,3,1,3,3,3,3,6,3,6,6,7,7,6,5,6,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,21,1,1,10,0,10,2,1,3,2,2
11115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,7,1,6,6,4,5,7,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,72,2,1,6,1,60,1,2,5,5,0
992,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,6,7,6,4,5,7,1,7,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2,2,1,1,16,1,1,1,1,60,2,1,2,1,2
15720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,1,6,6,7,2,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,2,36,2,1,4,2,60,1,1,4,4,0
3268,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,1,5,5,6,4,7,4,5,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,47,2,1,6,1,60,1,1,3,4,0
2342,3,1,3,1,3,2,3,3,3,3,3,3,3,3,1,1,6,6,1,5,1,7,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,2,18,2,1,2,1,60,2,1,1,2,2
10295,1,1,1,1,1,0,1,2,1,2,0,1,0,1,1,7,6,5,5,7,2,3,7,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,2,36,2,1,0,1,60,1,1,3,4,0
2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,7,7,6,7,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,18,1,1,4,2,60,2,1,2,2,2
22751,0,0,0,1,1,3,1,1,3,1,3,0,0,1,5,7,6,6,5,3,7,3,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,2,2,17,1,1,10,0,10,2,1,2,2,1
30444,1,1,2,1,2,1,2,1,0,1,2,1,1,1,4,6,4,6,5,7,4,3,3,5,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,4,2,2,2,29,1,1,10,1,10,1,1,10,3,1
1224,0,1,1,1,0,1,1,0,1,0,0,1,1,1,5,6,6,3,5,5,3,5,4,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,2,1,58,2,1,12,4,60,1,3,3,5,0
15925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,7,7,4,6,1,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,30,2,2,4,2,50,2,1,6,3,0
6468,0,1,2,1,1,1,0,1,0,0,1,1,0,0,6,2,6,5,2,2,6,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,19,1,1,10,1,10,2,1,3,2,0
8629,2,3,3,3,1,2,3,2,3,2,3,2,2,2,4,5,3,7,5,5,7,6,2,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,19,1,2,10,5,10,2,1,8,2,2
36905,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,6,6,5,6,6,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,24,1,1,10,0,10,1,1,11,3,1
26343,0,0,0,3,3,2,0,0,2,0,1,0,2,2,4,3,5,4,6,6,6,4,5,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,4,1,2,2,24,1,1,10,0,10,1,1,5,3,1
9225,3,3,3,3,3,3,3,2,2,2,3,3,3,2,4,0,5,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,21,1,1,10,1,10,2,1,5,2,2
157,0,0,1,1,1,0,0,1,2,2,0,0,1,1,7,5,4,5,6,3,6,7,3,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,20,2,1,4,1,60,1,1,3,2,0
503,1,2,1,1,0,1,1,0,1,0,1,2,1,0,5,2,6,6,5,2,7,1,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,3,3,2,1,24,2,1,7,1,30,2,1,7,3,0
10913,1,2,1,1,2,0,2,0,1,3,0,2,0,1,6,7,7,6,6,3,5,2,3,3,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,3,2,1,17,2,1,12,1,60,2,1,2,2,1
793,0,0,0,1,1,0,0,0,2,1,0,0,0,0,6,1,7,2,7,3,7,1,6,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,4,1,2,1,62,2,1,7,1,30,1,2,6,5,0
3626,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,3,7,3,7,1,4,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,2,3,2,2,18,2,1,4,1,60,2,1,2,2,2
9735,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,2,2,6,3,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,29,1,1,10,3,10,2,1,0,3,0
3258,3,1,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,7,6,6,6,7,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,2,1,4,4,10,2,1,3,2,2
3194,2,2,3,3,1,3,3,2,3,2,3,3,3,2,4,6,2,6,6,7,7,7,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,17,2,1,2,4,10,2,1,4,2,2
18521,1,0,0,3,2,3,1,0,3,0,3,1,1,0,6,1,7,6,7,6,7,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,27,1,2,10,1,10,1,1,6,3,1
25831,2,1,0,2,2,0,0,2,2,3,0,1,0,1,6,5,6,1,7,5,4,5,5,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,2,1,1,25,2,1,1,1,10,2,1,3,3,1
15900,1,1,0,0,2,0,0,0,2,1,0,0,0,1,5,6,3,5,5,6,7,3,6,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,1,2,36,1,1,10,0,10,1,1,3,4,0
20831,1,1,1,2,1,2,1,2,0,1,1,1,1,2,5,2,5,7,5,1,7,5,3,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,22,1,1,10,5,10,1,1,5,3,1
36554,1,1,1,0,3,1,1,1,1,1,1,2,2,1,2,1,4,6,7,7,5,3,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,2,10,1,10,2,1,2,2,1
6436,1,1,1,1,0,1,1,1,2,0,1,1,1,1,5,4,6,6,6,4,6,5,4,3,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,3,3,2,1,23,1,2,10,0,10,2,1,6,3,0
